name,category,NORAD ID,Int'l Code,Perigee,Apogee,Inclination,Period,Semi major axis,RCS,Launch date,Source,Launch site
SL-3 R/B,Brightest,13154,1982-039B,549.3 km,606.6 km,81.2 &deg,96.1 minutes,6948 km,5.8414 m,1982,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-3 R/B,Brightest,13403,1982-079B,528.9 km,575.1 km,81.2 &deg,95.5 minutes,6922 km,6.1935 m,1982,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-3 R/B,Brightest,13819,1983-010B,503.3 km,548.3 km,81.1 &deg,95.0 minutes,6896 km,6.0393 m,1983,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-3 R/B,Brightest,14208,1983-075B,512.1 km,567.8 km,97.4 &deg,95.3 minutes,6910 km,6.5943 m,1983,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
COSMOS 1500,Brightest,14372,1983-099A,506.7 km,526.9 km,82.5 &deg,94.8 minutes,6887 km,10.3418 m,1983,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1536,Brightest,14699,1984-013A,547.4 km,566.3 km,82.5 &deg,95.6 minutes,6927 km,7.4761 m,1984,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1544,Brightest,14819,1984-027A,481.0 km,497.3 km,82.5 &deg,94.2 minutes,6860 km,8.9 m,1984,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-14 R/B,Brightest,14820,1984-027B,611.2 km,638.6 km,82.5 &deg,97.1 minutes,6995 km,3.863 m,1984,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
ERBS,Brightest,15354,1984-108B,418.7 km,432.1 km,57.0 &deg,92.9 minutes,6796 km,6.2097 m,1984,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
SL-8 R/B,Brightest,15483,1985-006B,763.5 km,792.1 km,74.0 &deg,100.3 minutes,7148 km,4.7342 m,1985,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-3 R/B,Brightest,16111,1985-090B,375.1 km,391.6 km,97.5 &deg,92.1 minutes,6754 km,5.946 m,1985,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-12 R/B(2),Brightest,15772,1985-042D,802.4 km,854.0 km,71.1 &deg,101.3 minutes,7199 km,14.3806 m,1985,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-14 R/B,Brightest,15945,1985-069B,609.8 km,637.7 km,82.5 &deg,97.0 minutes,6994 km,5.1348 m,1985,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-16 R/B,Brightest,16182,1985-097B,838.2 km,852.2 km,71.0 &deg,101.7 minutes,7216 km,12.1755 m,1985,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-14 R/B,Brightest,16496,1986-006B,609.5 km,637.4 km,82.5 &deg,97.0 minutes,6994 km,4.4915 m,1986,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-14 R/B,Brightest,16882,1986-055B,611.6 km,641.0 km,82.5 &deg,97.1 minutes,6997 km,4.759 m,1986,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-14 R/B,Brightest,16792,1986-046B,608.8 km,643.7 km,82.5 &deg,97.1 minutes,6997 km,5.061 m,1986,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1812,Brightest,17295,1987-003A,523.3 km,529.8 km,82.5 &deg,95.0 minutes,6897 km,7.5004 m,1987,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-14 R/B,Brightest,17567,1987-024B,610.1 km,639.1 km,82.5 &deg,97.1 minutes,6995 km,4.538 m,1987,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1833,Brightest,17589,1987-027A,845.0 km,868.1 km,70.9 &deg,101.9 minutes,7227 km,4.5904 m,1987,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-16 R/B,Brightest,17590,1987-027B,840.9 km,845.9 km,71.0 &deg,101.6 minutes,7214 km,9.6649 m,1987,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
COSMOS 1844,Brightest,17973,1987-041A,829.2 km,875.8 km,70.9 &deg,101.8 minutes,7223 km,15.8366 m,1987,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-14 R/B,Brightest,18153,1987-055B,610.9 km,641.3 km,82.5 &deg,97.1 minutes,6997 km,4.7715 m,1987,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-14 R/B,Brightest,17912,1987-038B,613.3 km,640.5 km,82.5 &deg,97.1 minutes,6997 km,4.8281 m,1987,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1867,Brightest,18187,1987-060A,785.3 km,805.0 km,65.0 &deg,100.6 minutes,7166 km,5.3429 m,1987,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-14 R/B,Brightest,18749,1988-001B,612.4 km,640.3 km,82.5 &deg,97.1 minutes,6997 km,4.583 m,1988,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1933,Brightest,18958,1988-020A,555.8 km,569.4 km,82.5 &deg,95.8 minutes,6933 km,7.4191 m,1988,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-3 R/B,Brightest,19046,1988-032B,540.2 km,591.2 km,97.4 &deg,95.8 minutes,6936 km,6.7328 m,1988,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-16 R/B,Brightest,19120,1988-039B,819.2 km,851.2 km,71.0 &deg,101.5 minutes,7206 km,10.673 m,1988,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-8 R/B,Brightest,19257,1988-053B,760.0 km,788.0 km,74.1 &deg,100.2 minutes,7145 km,4.3504 m,1988,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1953,Brightest,19210,1988-050A,547.3 km,564.1 km,82.5 &deg,95.6 minutes,6926 km,8.72 m,1988,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1975,Brightest,19573,1988-093A,550.5 km,567.6 km,82.5 &deg,95.7 minutes,6930 km,4.7575 m,1988,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-14 R/B,Brightest,19574,1988-093B,611.3 km,640.7 km,82.5 &deg,97.1 minutes,6996 km,5.3338 m,1988,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
INTERCOSMOS 24,Space & Earth Science,20261,1989-080A,505.6 km,"2,386.7 km",82.6 &deg,114.6 minutes,7817 km,7.2367 m,1989,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-16 R/B,Brightest,19650,1988-102B,836.5 km,857.1 km,71.0 &deg,101.7 minutes,7217 km,12.1863 m,1988,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-14 R/B,Brightest,20262,1989-080C,505.5 km,"2,446.6 km",82.6 &deg,115.3 minutes,7847 km,5.1393 m,1989,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
DELTA 1 R/B,Brightest,20323,1989-089B,687.8 km,788.6 km,97.1 &deg,99.4 minutes,7109 km,8.9124 m,1989,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
DELTA 2 R/B(1),Brightest,20453,1990-008B,423.2 km,815.1 km,35.6 &deg,96.9 minutes,6990 km,9.8525 m,1990,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
COSMOS 2058,Brightest,20465,1990-010A,570.3 km,590.1 km,82.5 &deg,96.1 minutes,6951 km,8.816 m,1990,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-14 R/B,Brightest,20466,1990-010B,616.6 km,647.6 km,82.5 &deg,97.2 minutes,7003 km,4.6031 m,1990,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-14 R/B,Brightest,20511,1990-018B,624.8 km,647.8 km,82.5 &deg,97.3 minutes,7007 km,4.7836 m,1990,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
HST,Space & Earth Science,20580,1990-037B,543.2 km,547.3 km,28.5 &deg,95.4 minutes,6916 km,28.5194 m,1990,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
SL-16 R/B,Brightest,20625,1990-046B,838.5 km,862.7 km,71.0 &deg,101.8 minutes,7221 km,14.0306 m,1990,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
COSMOS 2084,Brightest,20663,1990-055A,577.6 km,619.6 km,62.8 &deg,96.5 minutes,6969 km,8.1009 m,1990,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-6 R/B(2),Brightest,20666,1990-055D,570.1 km,625.5 km,62.8 &deg,96.5 minutes,6968 km,4.844 m,1990,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-8 R/B,Brightest,20775,1990-078B,374.9 km,"1,194.3 km",82.9 &deg,100.4 minutes,7155 km,8.0846 m,1990,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-8 R/B,Brightest,21088,1991-006B,965.2 km,997.1 km,82.9 &deg,104.6 minutes,7352 km,4.8967 m,1991,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 2151,Brightest,21422,1991-042A,588.9 km,608.0 km,82.5 &deg,96.5 minutes,6969 km,8.6021 m,1991,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-14 R/B,Brightest,21423,1991-042B,624.6 km,649.6 km,82.5 &deg,97.3 minutes,7008 km,4.7234 m,1991,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
ARIANE 40 R/B,Brightest,21610,1991-050F,760.3 km,765.0 km,98.5 &deg,99.9 minutes,7133 km,17.461 m,1991,France (FR),FRENCH GUIANA (FRGUI)
INTERCOSMOS 25,Brightest,21819,1991-086A,447.8 km,"2,882.2 km",82.6 &deg,119.5 minutes,8035 km,7.3989 m,1991,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-14 R/B,Brightest,21820,1991-086B,443.1 km,"2,991.4 km",82.6 &deg,120.7 minutes,8088 km,5.3273 m,1991,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-8 R/B,Brightest,21876,1992-008B,961.7 km,"1,011.2 km",82.9 &deg,104.7 minutes,7357 km,7.548 m,1992,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-8 R/B,Brightest,21938,1992-020B,965.3 km,"1,010.3 km",82.9 &deg,104.7 minutes,7358 km,4.1798 m,1992,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-16 R/B,Brightest,22220,1992-076B,836.8 km,852.2 km,71.0 &deg,101.7 minutes,7215 km,15.162 m,1992,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-16 R/B,Brightest,22285,1992-093B,844.8 km,853.8 km,71.0 &deg,101.8 minutes,7220 km,8.7386 m,1992,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
COSMOS 2228,Brightest,22286,1992-094A,596.3 km,625.5 km,82.5 &deg,96.8 minutes,6981 km,5.331 m,1992,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-16 R/B,Brightest,22566,1993-016B,840.9 km,858.2 km,71.0 &deg,101.8 minutes,7220 km,12.276 m,1993,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
COSMOS 2242,Brightest,22626,1993-024A,598.3 km,624.4 km,82.5 &deg,96.8 minutes,6982 km,9.205 m,1993,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SL-16 R/B,Brightest,22803,1993-059B,830.0 km,856.5 km,71.0 &deg,101.6 minutes,7214 km,10.7426 m,1993,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ARIANE 40 R/B,Brightest,22830,1993-061H,785.5 km,802.5 km,98.8 &deg,100.6 minutes,7165 km,9.8049 m,1993,France (FR),FRENCH GUIANA (FRGUI)
COSMOS 2278,Brightest,23087,1994-023A,847.8 km,859.3 km,71.1 &deg,101.9 minutes,7224 km,13.2242 m,1994,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-16 R/B,Brightest,23088,1994-023B,846.6 km,854.4 km,71.0 &deg,101.8 minutes,7221 km,11.2276 m,1994,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-16 R/B,Brightest,23343,1994-074B,642.6 km,650.4 km,98.0 &deg,97.5 minutes,7017 km,8.9483 m,1994,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-16 R/B,Brightest,23405,1994-077B,846.9 km,850.5 km,71.0 &deg,101.8 minutes,7219 km,8.906 m,1994,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
ARIANE 40+ R/B,Brightest,23561,1995-021B,767.6 km,777.2 km,98.7 &deg,100.1 minutes,7143 km,14.6001 m,1995,France (FR),FRENCH GUIANA (FRGUI)
SL-16 R/B,Brightest,23705,1995-058B,841.4 km,856.6 km,71.0 &deg,101.8 minutes,7219 km,9.8957 m,1995,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-16 R/B,Brightest,24298,1996-051B,848.6 km,867.3 km,70.8 &deg,101.9 minutes,7228 km,8.785 m,1996,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-16 R/B,Brightest,25400,1998-043G,806.2 km,822.0 km,98.6 &deg,101.0 minutes,7185 km,12.0301 m,1998,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-16 R/B,Brightest,25407,1998-045B,841.6 km,851.9 km,71.0 &deg,101.7 minutes,7217 km,12.0191 m,1998,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SL-8 R/B,Brightest,25723,1999-022C,353.4 km,359.2 km,48.4 &deg,91.5 minutes,6727 km,4.9755 m,1999,Commonwealth of Independent States (former USSR) (CIS),KAPUSTIN YAR MISSILE AND SPACE COMPLEX (KYMTR)
CZ-4B R/B,Brightest,25732,1999-025C,814.1 km,866.6 km,98.9 &deg,101.6 minutes,7211 km,7.066 m,1999,People's Republic of China (PRC),"Taiyaun Space Center, China (TSC)"
SL-16 R/B,Brightest,25861,1999-039B,630.9 km,651.0 km,98.2 &deg,97.4 minutes,7011 km,13.5291 m,1999,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
TITAN 4B R/B,Brightest,26474,2000-047B,544.7 km,628.4 km,68.0 &deg,96.3 minutes,6957 km,15.6118 m,2000,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
TITAN 4B R/B,Brightest,28647,2005-016B,465.4 km,645.9 km,57.0 &deg,95.6 minutes,6926 km,Unknown,2005,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
USA 186,Brightest,28888,2005-042A,270.4 km,455.9 km,96.9 &deg,91.7 minutes,6734 km,Unknown,2005,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
CZ-4B R/B,Brightest,29093,2006-015B,398.0 km,473.6 km,97.6 &deg,93.1 minutes,6806 km,7.69 m,2006,People's Republic of China (PRC),"Taiyaun Space Center, China (TSC)"
CZ-4 R/B,Brightest,29507,2006-046C,539.5 km,604.7 km,97.8 &deg,96.0 minutes,6943 km,4.43 m,2006,People's Republic of China (PRC),"Taiyaun Space Center, China (TSC)"
SAR LUPE 2,Brightest,31797,2007-030A,488.2 km,492.2 km,98.1 &deg,94.3 minutes,6861 km,Unknown,2007,Germany (GER),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
H-2A R/B,Brightest,33500,2009-002J,579.7 km,647.0 km,98.1 &deg,96.8 minutes,6984 km,15.6234 m,2009,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
ATLAS CENTAUR R/B,Brightest,38770,2012-048N,473.5 km,688.3 km,64.7 &deg,96.1 minutes,6951 km,Unknown,2012,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
PSLV R/B,Brightest,39200,2013-034B,264.3 km,"19,741.0 km",17.7 &deg,347.5 minutes,16373 km,Unknown,2013,India (IND),SRIHARIKOTA (SRI)
CZ-4C R/B,Brightest,39211,2013-037D,472.2 km,642.5 km,98.0 &deg,95.7 minutes,6928 km,Unknown,2013,People's Republic of China (PRC),"Taiyaun Space Center, China (TSC)"
KOMPSAT 5,Brightest,39227,2013-042A,559.1 km,561.3 km,97.6 &deg,95.7 minutes,6931 km,Unknown,2013,South Korea (SKOR),"Orenburg, Russia (OREN)"
GPM,Brightest,39574,2014-009C,398.2 km,414.4 km,65.0 &deg,92.5 minutes,6777 km,Unknown,2014,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
PSLV R/B,Brightest,41470,2016-027B,305.0 km,"20,539.4 km",17.8 &deg,361.0 minutes,16793 km,Unknown,2016,India (IND),SRIHARIKOTA (SRI)
H-2A R/B,Brightest,41941,2017-005B,336.9 km,"35,321.9 km",20.5 &deg,624.4 minutes,24200 km,Unknown,2017,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
TK-1,Brightest,42061,2017-012A,388.1 km,411.8 km,96.9 &deg,92.4 minutes,6770 km,Unknown,2017,People's Republic of China (PRC),"Jiuquan Satellite Launch Center, China (JSC)"
USA 276,Brightest,42689,2017-022A,395.1 km,401.9 km,50.0 &deg,92.4 minutes,6769 km,Unknown,2017,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
RITE TARGET 1,CubeSats,28454,2002-056F,784.1 km,797.4 km,98.5 &deg,100.5 minutes,7161 km,0.0182 m,2002,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
RITE TARGET 2,CubeSats,28455,2002-056G,783.6 km,797.4 km,98.5 &deg,100.5 minutes,7161 km,0.0143 m,2002,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
EGYPTSAT 1,Space & Earth Science,31117,2007-012A,653.9 km,663.5 km,97.8 &deg,97.8 minutes,7029 km,0.9949 m,2007,Egypt (EGYP),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SAUDICOMSAT 7,CubeSats,31119,2007-012C,652.7 km,736.4 km,98.1 &deg,98.5 minutes,7065 km,0.0759 m,2007,Saudi Arabia (SAUD),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SAUDISAT 3,CubeSats,31118,2007-012B,659.2 km,682.5 km,97.9 &deg,98.0 minutes,7041 km,0.633 m,2007,Saudi Arabia (SAUD),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SAUDICOMSAT 6,CubeSats,31121,2007-012E,650.0 km,759.8 km,98.1 &deg,98.7 minutes,7075 km,0.0676 m,2007,Saudi Arabia (SAUD),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SAUDICOMSAT 5,CubeSats,31124,2007-012H,653.6 km,724.5 km,98.1 &deg,98.4 minutes,7060 km,0.056 m,2007,Saudi Arabia (SAUD),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SAUDICOMSAT 3,CubeSats,31125,2007-012J,653.7 km,713.2 km,98.0 &deg,98.3 minutes,7054 km,0.082 m,2007,Saudi Arabia (SAUD),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SAUDICOMSAT 4,CubeSats,31127,2007-012L,651.2 km,747.5 km,98.1 &deg,98.6 minutes,7070 km,0.071 m,2007,Saudi Arabia (SAUD),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SDS-1,CubeSats,33497,2009-002F,664.2 km,668.5 km,98.4 &deg,97.9 minutes,7037 km,0.624 m,2009,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
DICE 1,CubeSats,37851,2011-061B,436.5 km,686.3 km,101.7 &deg,95.7 minutes,6932 km,0.0809 m,2011,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
DICE 2,CubeSats,37852,2011-061C,439.4 km,664.5 km,101.7 &deg,95.5 minutes,6922 km,0.1824 m,2011,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
SDS-4,CubeSats,38339,2012-025C,660.7 km,672.1 km,98.3 &deg,97.9 minutes,7037 km,0.47 m,2012,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
CINEMA,CubeSats,38764,2012-048G,,,,,,,2012,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
RE,CubeSats,38765,2012-048H,,,,,,,2012,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
AEROCUBE 4.5A,CubeSats,38767,2012-048K,497.4 km,698.6 km,64.7 &deg,96.5 minutes,6969 km,Unknown,2012,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
AEROCUBE 4.5B,CubeSats,38768,2012-048L,493.9 km,679.4 km,64.7 &deg,96.3 minutes,6957 km,Unknown,2012,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
AEROCUBE 4,CubeSats,38769,2012-048M,499.9 km,715.4 km,64.7 &deg,96.7 minutes,6978 km,Unknown,2012,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
CINEMA 2,CubeSats,39424,2013-066J,594.1 km,725.8 km,97.7 &deg,97.8 minutes,7030 km,Unknown,2013,United States (US),"Orenburg, Russia (OREN)"
CINEMA 3,CubeSats,39426,2013-066L,595.9 km,743.5 km,97.7 &deg,98.0 minutes,7040 km,Unknown,2013,South Korea (SKOR),"Orenburg, Russia (OREN)"
AEROCUBE 5A,CubeSats,39465,2013-072D,464.9 km,831.4 km,120.5 &deg,97.5 minutes,7019 km,Unknown,2013,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
AEROCUBE 5B,CubeSats,39466,2013-072E,455.7 km,780.2 km,120.5 &deg,96.9 minutes,6988 km,Unknown,2013,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
KAZEOSAT 2,CubeSats,40010,2014-033A,617.6 km,642.0 km,97.8 &deg,97.2 minutes,7000 km,Unknown,2014,Kazakhstan (KAZ),"Orenburg, Russia (OREN)"
HODOYOSHI 4,CubeSats,40011,2014-033B,613.1 km,652.3 km,97.8 &deg,97.2 minutes,7003 km,Unknown,2014,Japan (JPN),"Orenburg, Russia (OREN)"
DEIMOS 2,CubeSats,40013,2014-033D,620.0 km,623.6 km,97.8 &deg,97.0 minutes,6992 km,Unknown,2014,Spain (SPN),"Orenburg, Russia (OREN)"
HODOYOSHI 3,CubeSats,40015,2014-033F,614.0 km,667.8 km,97.7 &deg,97.4 minutes,7011 km,Unknown,2014,Japan (JPN),"Orenburg, Russia (OREN)"
APRIZESAT 9,CubeSats,40018,2014-033J,617.3 km,719.2 km,97.7 &deg,98.0 minutes,7039 km,Unknown,2014,United States (US),"Orenburg, Russia (OREN)"
BRITE TORONTO,CubeSats,40020,2014-033L,617.2 km,740.6 km,97.7 &deg,98.2 minutes,7049 km,Unknown,2014,Canada (CA),"Orenburg, Russia (OREN)"
APRIZESAT 10,CubeSats,40019,2014-033K,618.1 km,737.3 km,97.7 &deg,98.2 minutes,7048 km,Unknown,2014,United States (US),"Orenburg, Russia (OREN)"
AEROCUBE 6A,CubeSats,40045,2014-033AM,608.9 km,692.1 km,97.7 &deg,97.6 minutes,7021 km,Unknown,2014,United States (US),"Orenburg, Russia (OREN)"
AEROCUBE 6B,CubeSats,40046,2014-033AN,609.5 km,691.6 km,97.7 &deg,97.6 minutes,7021 km,Unknown,2014,United States (US),"Orenburg, Russia (OREN)"
DUMMY SAT,CubeSats,40073,2014-037E,631.1 km,637.7 km,98.5 &deg,97.3 minutes,7005 km,Unknown,2014,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
USS LANGLEY,CubeSats,40652,2015-025B,,,,,,,2015,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
OPTICUBE 01,CubeSats,40653,2015-025C,,,,,,,2015,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
AISSAT 2,CubeSats,40075,2014-037G,625.3 km,631.8 km,98.5 &deg,97.1 minutes,6999 km,Unknown,2014,Norway (NOR),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
OPTICUBE 02,CubeSats,40656,2015-025F,,,,,,,2015,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
TDS 1,CubeSats,40076,2014-037H,617.3 km,627.6 km,98.4 &deg,97.0 minutes,6993 km,Unknown,2014,United Kingdom (UK),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
GEARRS-2,CubeSats,40657,2015-025G,,,,,,,2015,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
